Year_of_last_filed_report,NPRI_Site_ID,Company_Name,Facility_Name,Address_line_1,Address_line_2,City,Province,Postal_Code,Key_Industrial_Sector,Datum,Latitude,Longitude,PRV_WSHD_I,NHN_TWS_ID
2021,10417,IKO Industries Ltd.,IKO Madoc,,,Madoc,ON,K0K 2K0,Mining and Quarrying,WGS84,44.4961,-77.5348,ON-02HL-04,02HL
2021,10418,Standard Brass & Aluminum Foundry Ltd.,Standard Brass & Aluminum Foundry Ltd.,,,Guelph,ON,N1E 3J4,Metals (Except Aluminum and Iron and Steel),WGS84,43.5537,-80.2224,ON-02GA-16,02GA
2021,10419,CKF Inc.,Rexdale,,,Rexdale,ON,M9W 5E1,Plastics and Rubber,WGS84,43.7013,-79.5829,ON-02HC-02,02HC
2010,10420,D. CRUPI & SONS,PASSMORE PLANT,83 Passmore Avenue,,AGINCOURT,ON,M1S3B6,Petroleum and Coal Product Refining and Mfg.,WGS84,43.8194,-79.2971,NA,02HC
2021,10421,IKO Industries Ltd.,CRC Toronto,,,Toronto,ON,M4M 1A7,Petroleum and Coal Product Refining and Mfg.,WGS84,43.6557,-79.3317,NA,209
2003,10422,UNIVERSITY OF TORONTO PRESS INC.,PRINTING DIVISION,5201  DUFFERIN Street,,TORONTO,ON,M3H5T8,Other Manufacturing,WGS84,43.7819,-79.4701,ON-02HC-06,02HC
2021,10423,2027844 Ontario Inc.,Sinteris,,,Blenheim,ON,N0P 1A0,Other Manufacturing,WGS84,42.3409,-82.0067,ON-02GE-02,02GE
2021,10424,"Savage Arms (Canada), Inc.",Lakefield,,,Lakefield,ON,K0L 2H0,Other Manufacturing,WGS84,44.4199,-78.2676,ON-02HJ-03,02HJ
2019,10425,Taylor Manufacturing Industries,TAYLOR MANUFACTURING INDUSTRIES,255 Biscayne Crescent,,BRAMPTON,ON,L6W4R2,Wood Products,WGS84,43.6783,-79.711,ON-02HC-01,02HC
2009,10426,RLD INDUSTRIES,RLD INDUSTRIES LTD.,4210 Albion Road,,GLOUCESTER,ON,K1T3W2,Other Manufacturing,WGS84,45.3134,-75.6203,ON-02LB-08,02LB
2009,10427,ECLIPSE IMAGING,ECLIPSE IMAGING - LAURENTIAN DRIVE,875 Laurentian Drive,,BURLINGTON,ON,L7N3W7,Other Manufacturing,WGS84,43.3538,-79.7938,NA,02HB
2012,10428,Howson & Howson,Flour Mill,232 Westmoreland Street,,BLYTH,ON,N0M1H0,Other Manufacturing,WGS84,43.7376,-81.4261,ON-02FE-02,02FE
2021,10429,Arnprior Aerospace Inc.,Arnprior Aerospace Inc.,,,Arnprior,ON,K7S 3M1,Transportation Equipment Mfg.,WGS84,45.4177,-76.3627,ON-02KE-01,02KE
2008,10430,CITY OF GREATER SUDBURY,MULTI-MATERIAL RECOVERY FACILITY,"1825 FROBISHER STREET, SUDBURY","Concession 4, Part of Lot 11, Township o",CITY OF GREATER SUDBURY,ON,,Waste Treatment and Disposal,WGS84,46.5069,-80.9317,ON-02CF-02,02CF
2021,10431,Vins Plastics Ltd.,vins plastics limited 1,,,Bradford,ON,L3Z 2B4,Other Manufacturing,WGS84,44.1291,-79.5548,ON-02EC-06,02EC
2008,10432,PJ WALLBANK MANUFACTURING LTD,PJ WALLBANK MANUFACTURING LTD,9271251 Oxford County 8 Road,,PLATTSVILLE,ON,N0J1S0,Other Manufacturing,WGS84,43.3032,-80.6215,ON-02GA-06,02GA
2021,10433,The Corporation of the City of Brantford,Mohawk Street Landfill,,,Brantford,ON,N3T 5L9,Waste Treatment and Disposal,WGS84,43.1262,-80.2285,ON-02GB-03,02GB
2021,10434,Amvic Inc.,AMVIC BUILDING SYSTEMS-MCNICOL,,,Toronto,ON,M2H 2E2,Plastics and Rubber,WGS84,43.8029,-79.3398,ON-02HC-06,02HC
2021,10435,DART Canada Inc.,SOLO CUP CANADA INC.-SCARBOROUGH,,,Toronto,ON,M1B 2W3,Plastics and Rubber,WGS84,43.8063,-79.2414,NA,02HC
2004,10436,HALLA CLIMATE CONTROL CANADA,HALLA CLIMATE CONTROL CANADA INC. PLANT 1,440 College Street,,BELLEVILLE,ON,K8N5B2,Transportation Equipment Mfg.,WGS84,44.1891,-77.3603,ON-029C-02,02HM
2007,10437,ANDREW CANADA INC,ANDREW CANADA,606 Beech Street West,,WHITBY,ON,L1N5S2,Other Manufacturing,WGS84,43.886,-78.9528,NA,02HC
2021,10438,"Pillers Fine Foods, A Div of PBOLP","Piller's Fine Foods, A Div. of PBOLP",,,Waterloo,ON,N2K 2K6,Other Manufacturing,WGS84,43.4961,-80.4898,ON-02GA-02,02GA
2006,10439,GARLAND COMMERCIAL RANGES LIMITED,CANADIAN FACILITY,1177 Kamato Road,,MISSISSAUGA,ON,L4W1X4,Other Manufacturing,WGS84,43.6387,-79.6439,ON-02HC-01,02HC
2006,10440,PPG CANADA INC.,WORKS 81 OSHAWA,155  FIRST AVENUE,P.O. Box 340,OSHAWA,ON,L1H7L3,Transportation Equipment Mfg.,WGS84,43.8853,-78.8518,NA,02HD
2007,10441,SANDVIK MINING AND CONSTRUCTION CANADA INC.,SANDVIK MINING AND CONSTRUCTION CANADA INC.,4445  FAIRVIEW Street,,BURLINGTON,ON,L7L2A4,Other Manufacturing,WGS84,43.3722,-79.7659,NA,209
2002,10442,AUDIO PRODUCTS INTERNATIONAL CORP.,,3641 McNicoll Avenue,,SCARBOROUGH,ON,M1X1G5,Other Manufacturing,WGS84,43.8243,-79.246,NA,02HC
2021,10443,Transcontinental Inc,RBW Graphics,,,Owen Sound,ON,N4K 5R2,Other Manufacturing,WGS84,44.5813,-80.9041,NA,02FB
2011,10444,Dollco Corp.,Dollco Printing,2340 St. Laurent Boulevard,,OTTAWA,ON,K1G6E3,Other Manufacturing,WGS84,45.3843,-75.6216,ON-02LB-03,02LB
2007,10445,CAMPBELL COMPANY OF CANADA,PLANT 054 - LISTOWEL,1400 Mitchell Rd. South,PO Box 400,LISTOWEL,ON,N4W3H6,Other Manufacturing,WGS84,43.7245,-80.9718,ON-02FE-05,02FE
2007,10446,DOMTAR INC.,DOMTAR WOOD PRODUCTS - WHITE RIVER,17  HWY Highway West,P.O. Box 2000,WHITE RIVER,ON,P0M3G0,Wood Products,WGS84,48.5939,-85.2748,ON-02BC-06,02BC
2004,10447,CENTOCO PLASTICS LIMITED,CENTOCO PLASTICS LIMITED,2450  CENTRAL Avenue,,WINDSOR,ON,N8W4J3,Plastics and Rubber,WGS84,42.3009,-82.9777,ON-02GHA02,02GH
2021,10448,Markham District Energy Inc.,Warden Energy Centre,,,Markham,ON,L6G 1B4,Other (Except Manufacturing),WGS84,43.8469,-79.3333,ON-02HC-07,02HC
2011,10449,Fleming Feed Mill Ltd.,Fleming Feed Mill,60 Irwin Street,,CLINTON,ON,N0M1L0,Other Manufacturing,WGS84,43.6088,-81.5327,ON-02FF-02,02FF
2021,10450,Eacom Timber Corporation,Nairn Centre Sawmill,,,Nairn Centre,ON,P0M 2L0,Wood Products,WGS84,46.3387,-81.6059,ON-02CE-03,02CE
2003,10451,BLUE MOUNTAIN POTTERY 87 INC,SAME AS ABOVE,2 OLD MOUNTAIN ROAD,,COLLINGWOOD,ON,L9Y3Z5,"Cement, Lime and Other Non-Metallic Minerals",WGS84,44.5015,-80.2391,NA,203
2021,10452,Weston Bakeries,Weston Bakeries Kitchener,,,Kitchener,ON,N2H 5G2,Other Manufacturing,WGS84,43.4606,-80.477,ON-02GA-02,02GA
2007,10453,CFM CORP,CFM CENTURY,73  PATERSON Drive,,ORILLIA,ON,L3V6H1,Other Manufacturing,WGS84,44.6091,-79.4211,ON-02EC-03,02EC
2004,10454,BUTCHER ENGINEERING ENTERPRISES,BUTCHER ENGINEERING ENTERPRISES - WINDSOR,2755 Lauzon Parkway,,WINDSOR,ON,N8T3H5,Other (Except Manufacturing),WGS84,42.3087,-82.9355,ON-02GHA02,02GH
2020,10455,De Luxe Produits de Papier Inc,Division Toronto,35 Dynamic Drive,,TORONTO,ON,M1V 2W2,Other Manufacturing,WGS84,43.8177,-79.2466,NA,02HC
2021,10456,The Corporation of the City of Brantford,City of Brantford Waste Water Treatment Plant,,,Brantford,ON,N3T 5S1,Water and Wastewater Systems,WGS84,43.128,-80.2297,ON-02GB-03,02GB
2021,10457,Lafarge Canada Inc. - EAST,Carrière Klock,,,Aylmer,QC,J9H 5E4,Mining and Quarrying,WGS84,45.433635,-75.845962,ON-02KF-01,02KF
2006,10458,LAFARGE CONSTRUCTION & MATERIALS,Gatineau HMA Plant,28 Granby Street,,GATINEAU,QC,J8P1T2,Petroleum and Coal Product Refining and Mfg.,WGS84,45.5082,-75.5489,ON-02LB-03,02LH
2006,10459,LAFARGE CANADA INC.,HALIFAX HMA PLANT,1 Turner Drive,,HALIFAX,NS,B3M2T2,Petroleum and Coal Product Refining and Mfg.,WGS84,44.7574,-63.5768,NA,01DG
2006,10460,LAFARGE CANADA INC.,GREENWICH NS HMA PLANT,110 Standard Paving Road,,GREENWICH,NS,B0P1X0,Petroleum and Coal Product Refining and Mfg.,WGS84,45.0803,-64.4969,NA,01DD
2006,10461,LAFARGE CANADA INC.,ST. JOHN NB HMA PLANT,50 Old Black River Road,,ST. JOHN,NB,E2L3Z3,Petroleum and Coal Product Refining and Mfg.,WGS84,45.27,-65.9944,NA,01AP
2006,10462,LAFARGE CANADA INC.,PARADISE NS HMA PLANT,2855 Roxbury Road,West Paradise,ANNAPOLIS COUNTY,NS,,Petroleum and Coal Product Refining and Mfg.,WGS84,44.8595,-65.1931,NA,01DC
2021,10463,Lafarge Canada Inc. - EAST,Usine à Béton Brossard,,,Brossard,QC,J4Y 2R2,"Cement, Lime and Other Non-Metallic Minerals",WGS84,45.426686,-73.466241,NA,02OA
2015,10464,Lafarge Canada inc.,Usine à béton Gatineau,315 De Lanoraie,,GATINEAU,QC,J8P7Z9,"Cement, Lime and Other Non-Metallic Minerals",WGS84,45.5082,-75.5489,ON-02LB-03,02LH
2021,10465,Lafarge Canada Inc. - EAST,St. Laurent RMC Plant,,,Saint-Laurent,QC,H4T 1K2,"Cement, Lime and Other Non-Metallic Minerals",WGS84,45.482416,-73.689208,NA,210
2021,10466,Lafarge Canada Inc. - EAST,Usine à Béton Terrebonne,,,Terrebonne,QC,J6W 3T8,"Cement, Lime and Other Non-Metallic Minerals",WGS84,45.7093,-73.6475,NA,210
2007,10467,LAFARGE CANADA INC.,Vaudreuil RMC Plant,1249 Labossiere,,VAUDREUIL,QC,J7V5V5,"Cement, Lime and Other Non-Metallic Minerals",WGS84,45.39,-74.0759,NA,210
2021,10468,K-G Spray-Pak Inc. AP ,ASSURED PACKAGING,,,Mississauga,ON,L5T 2V4,Chemicals,WGS84,43.6527,-79.6532,ON-02HC-01,02HC
2011,10469,General Coach,GENERAL COACH,73 Mill Street,,HENSALL,ON,N0M1X0,Transportation Equipment Mfg.,WGS84,43.4372,-81.5008,ON-02FF-07,02FF
2021,10470,Walker Aggregates Inc.,MCGREGOR QUARRY,,,AMHERSTBURG,ON,N0R 1J0,Mining and Quarrying,WGS84,42.0948,-83.0861,NA,02GH
2008,10471,AMERICAN COLOR GRAPHICS,VERTIS COMMUNICATIONS,3565  EAGLE Street,,STEVENSVILLE,ON,L0S1S0,Other Manufacturing,WGS84,42.9478,-79.0481,ON-02HA-01,02HA
2005,10472,CUDDY FOOD PRODUCTS,TRAFALGAR STREET,1226 TRAFALGAR Street,,LONDON,ON,N5Z1H5,Other Manufacturing,WGS84,42.9833,-81.202,ON-02GD-03,02GD
2010,10473,Masterfeeds Inc.,Komoka,171 Railway Avenue,,KOMOKA,ON,N0L1R0,Other Manufacturing,WGS84,42.9554,-81.4263,ON-02GE-07,02GE
2006,10474,MASTERFEEDS INC,MASTERFEEDS CALGARY,2727 Centre Ave S.E.,,CALGARY,AB,T2A2L4,Other Manufacturing,WGS84,51.0524,-113.9947,AB-04020901,05BM
2021,10475,Masterfeeds Inc.,Masterfeeds Picture Butte,,,Picture Butte,AB,T1K 6M1,Other Manufacturing,WGS84,49.878996,-112.774388,AB-04010303,05AD
2021,10476,Masterfeeds Inc.,Masterfeeds Taber,,,Taber,AB,T1G 1X4,Other Manufacturing,WGS84,49.7906,-112.1314,AB-04010601,05AG
2002,10477,MASTERFEEDS INC.,MASTERFEEDS DIDSBURY,1217 20th Street,,DIDSBURY,AB,T0M0W0,Other Manufacturing,WGS84,53.6544,-114.1372,AB-11020301,05EA
2021,10478,Masterfeeds Inc.,Masterfeeds Red Deer,,,Red Deer,AB,T4P 3P7,Other Manufacturing,WGS84,52.3043,-113.8027,AB-08010301,05CC
2016,10479,Masterfeeds Inc.,Masterfeeds Edmonton,1903 121 Avenue,,EDMONTON,AB,T6S1B2,Other Manufacturing,WGS84,53.57322,-113.31641,AB-11030101,05EB
2021,10480,Masterfeeds Inc.,Cavan,,,Cavan,ON,L0A 1C0,Other Manufacturing,WGS84,44.1916,-78.4633,ON-02HJ-06,02HJ
2021,10481,Masterfeeds Inc.,Stratford (Park),,,Stratford,ON,N5A 3W8,Other Manufacturing,WGS84,43.3636,-80.9612,ON-02GD-11,02GD
2009,10482,MASTERFEEDS INC,BADEN FACILITY,76 Charles Street,,BADEN,ON,N3A2N6,Other Manufacturing,WGS84,43.4012,-80.6692,ON-02GA-06,02GA
2013,10483,Masterfeeds Inc.,Prescott,3033 River Road,,PRESCOTT,ON,K0E1T0,Other Manufacturing,WGS84,44.7126,-75.5072,ON-02MCA06,02MC
2021,10484,Regional Municipality of Durham,Corbett Creek WPCP,,,Whitby,ON,L1N 8M3,Water and Wastewater Systems,WGS84,43.8561,-78.8925,NA,02HD
2021,10485,Ontario Chromium Plating Inc.,Ontario Chrome Plating Inc.,,,Oakville,ON,L6L 2X4,Other Manufacturing,WGS84,43.4241,-79.7113,NA,02HB
2021,10486,DEPARTMENT OF NATIONAL DEFENCE,BFC Borden,,,Borden,ON,L0M 1C0,Other (Except Manufacturing),WGS84,44.2973,-79.8969,ON-02ED-06,02ED
2011,10487,Wolf Steel Ltd.,Manufacturing,9 Napoleon Road,,BARRIE,ON,L4M4Y8,Other Manufacturing,WGS84,44.4361,-79.6391,ON-02ED-10,02ED
2007,10488,MASONITE INTERNATIONAL CORPORATION,FLUSH DOOR PLANT (BRITANNIA ROAD),1600  BRITANNIA Road East,,MISSISSAUGA,ON,L4W1J2,Wood Products,WGS84,43.5536,-79.7613,ON-02HB-03,02HB
2021,10489,Masonite International Corporation,Yarrow FLUSH DOOR PLANT,,,Yarrow,BC,V2R 5E7,Wood Products,WGS84,49.0806,-122.06468,BC_28,08MH
2021,10490,A&M Heat Treating Ltd.,A&M Heat Treating Ltd.,,,Mississauga,ON,L5S 1J5,Other Manufacturing,WGS84,43.6868,-79.6734,ON-02HC-01,02HC
2020,10491,TRACKLESS VEHICLES LTD,Trackless Vehicles Ltd,55 Thunderbird Drive,,COURTLAND,ON,N0J 1E0,Other Manufacturing,WGS84,42.84515,-80.64135,ON-02GC-06,02GC
2021,10492,Canada Forgings Inc.,Closed Die Plant,,,Welland,ON,L3B 3T4,Other Manufacturing,WGS84,42.9966,-79.2371,ON-02HA-02,02HA
2021,10493,Lactalis Canada Inc.,Calgary,,,Calgary,AB,T2E 0A8,Other Manufacturing,WGS84,51.051722,-114.010046,AB-04020803,05BH
2005,10494,PARMALAT DAIRY & BAKERY INC.,EDMONTON,12586 129th Street NW,,EDMONTON,AB,T5L4R4,Other Manufacturing,WGS84,53.5822,-113.5444,AB-11020201,05DF
2006,10495,PARMALAT DAIRY & BAKERY INC.,LETHBRIDGE,3410 24th Avenue N,,LETHBRIDGE,AB,T1H5K3,Other Manufacturing,WGS84,49.7253,-112.79,AB-04010601,05AD
2006,10496,PARMALAT DAIRY & BAKERY INC.,WINNIPEG,738 St. Joseph Street,,WINNIPEG,MB,R2H3A3,Other Manufacturing,WGS84,49.8947,-97.1234,NA,05OJ
2015,10497,Parmalat Canada Inc.,Marieville,2350 St. Cesaire,,MARIEVILLE,QC,J3M1E1,Other Manufacturing,WGS84,45.4344,-73.1496,NA,02OJ
2019,10498,"Siemens Canada Limited, Siemens Milltronics Process Intruments",SIEMENS MILLTRONICS PROCESS INSTRUMENTS - PETERBOROUGH,1954 Technology Drive,,PETERBOROUGH,ON,K9J 6X7,Other Manufacturing,WGS84,44.2896,-78.2828,ON-02HJ-03,02HJ
2003,10499,BELDEN CANADA INC.,BELDEN CANADA INC. (KINGSTON),700 Gardiners Road,,KINGSTON,ON,K7M3Y1,Other Manufacturing,WGS84,44.2466,-76.568,ON-02MA-02,02MA
2008,10500,D. CRUPI & SONS,WOODBRIDGE PLANT,40  ASHBRIDGE Circle,,WOODBRIDGE,ON,L4L3R5,Petroleum and Coal Product Refining and Mfg.,WGS84,43.7768,-79.6202,ON-02HC-02,02HC
2004,10501,AVANT IMAGING AND INFORMATION MANAGEMENT,AIIM PRINTING,205 Industrial Parkway North,,AURORA,ON,L4G4C4,Other Manufacturing,WGS84,44.02,-79.4624,ON-02EC-14,02EC
2004,10502,DECOFORM CORP,DECOFORM CORP,270  REXDALE Boulevard,,TORONTO,ON,M9W1R2,"Cement, Lime and Other Non-Metallic Minerals",WGS84,43.7136,-79.5804,ON-02HC-02,02HC
2008,10503,LINAMAR CORPORATION ARISS MANUFACTURING,ARISS MANUFACTURING,5647  WELLINGTON Road 39,,ARISS,ON,N0B1B0,Transportation Equipment Mfg.,WGS84,43.5795,-80.3335,ON-02GA-02,02GA
2012,10504,PAVE-AL Ltd.,Asphalt Plant,1250 Shawson Drive,,MISSISSAUGA,ON,L4W1C3,Petroleum and Coal Product Refining and Mfg.,WGS84,43.6482,-79.6481,ON-02HC-01,02HC
2003,10505,"FINCORE INDUSTRIES, INC.",,10 Melford Drive Units 1-12,,SCARBOROUGH,ON,M1B2G1,Other Manufacturing,WGS84,43.8073,-79.2349,NA,02HC
2009,10506,ASSOCIATED SPRING,BURLINGTON SITE,3100 Mainway Drive,,BURLINGTON,ON,L7M1A3,Other Manufacturing,WGS84,43.3594,-79.807,NA,02HB
2012,10507,Brazilian Canadian Coffee Co. Ltd.,BRAZILIAN CANADIAN COFFEE CO. LTD.,1260 Martin Grove Road,,REXDALE,ON,M9W4X3,Other Manufacturing,WGS84,43.7079,-79.5794,ON-02HC-02,02HC
2006,10508,PMC GROUP INC.,PMC FILM CANADA INC.,6753  5TH LINE EAST,,TOTTENHAM,ON,L0G1W0,Plastics and Rubber,WGS84,43.7877,-80.3625,ON-02GA-18,02GA
2009,10509,WEST-TECH FINISHING,WEST-TECH,4 Abacus Road,,BRAMPTON,ON,L6T5J6,Other Manufacturing,WGS84,43.77539,-79.64788,ON-02HC-03,02HC
2004,10510,TRIMAC TRANSPORTATION SERVICES,TOTE AND WASHRACK FACILITY,2284 Wyecroft Road,,OAKVILLE,ON,L6L6M1,Other (Except Manufacturing),WGS84,43.4139,-79.7301,NA,209
2003,10511,EXCO ENGINEERING,,1314 ringwell drive,,NEWMARKET,ON,L3Y9C6,Other Manufacturing,WGS84,44.0823,-79.4248,ON-02EC-14,02EC
2003,10512,ONTARIO MINISTRY OF TRANSPORTATION,405037 I07-013-00,388334 E,5340478 N,FOLEYET TP.,ON,,Mining and Quarrying,WGS84,48.2077,-82.503,ON-04LC-04,04LC
2002,10513,ONTARIO MINISTRY OF TRANSPORTATION,401006 H05-102-00,636500E,5034800N,PERRY TWP.,ON,,Mining and Quarrying,WGS84,45.4534,-79.2542,ON-02EB-10,02EB
2003,10514,ONTARIO MINISTRY OF TRANSPORTATION,"401,002  P22-030-00",596278 E,4978863N,GIBSON TWP.,ON,,Mining and Quarrying,WGS84,44.9567,-79.7793,NA,203
2002,10515,ONTARIO MINISTRY OF TRANSPORTATION,"401,011 L14-089-00",595854,4994052,FREEMAN TP.,ON,,Mining and Quarrying,WGS84,45.0934,-79.7818,ON-02EB-01,02EB
2003,10516,ONTARIO MINISTRY OF TRANSPORTATION,402014 E01-084-00,447839 E,5128460 N,NAIRN TP.,ON,,Mining and Quarrying,WGS84,46.3077,-81.6774,ON-02CE-03,02CE
2003,10517,ONTARIO MINISTRY OF TRANSPORTATION,404006 S37-001-00,476596 E,5260756 N,ASQUITH TP.,ON,,Mining and Quarrying,WGS84,47.4998,-81.3108,ON-02JD-08,02JD
2002,10518,ONTARIO MINISTRY OF TRANSPORTATION,404010 S37-007-00,419876 E,5277220 N,MACMURCHY TP.,ON,,Mining and Quarrying,WGS84,47.6434,-82.0668,ON-04LA-08,04LA
2003,10519,ONTARIO MINISTRY OF TRANSPORTATION,405004 P25-021-00,513217 E,5396730 N,MCCART TP.,ON,,Mining and Quarrying,WGS84,48.7235,-80.8203,ON-04MD-02,04MD
2003,10520,ONTARIO MINISTRY OF TRANSPORTATION,402000 C07-021-00,470657 E,5157716 N,DOWLING TP.,ON,,Mining and Quarrying,WGS84,46.5724,-81.3829,ON-02CF-04,02CF
2002,10521,ONTARIO MINISTRY OF TRANSPORTATION,404007 O14-001-00,468214 E,5258392 N,GARIBALDI TP.,ON,,Mining and Quarrying,WGS84,46.1879,-82.9552,ON-02CD-02,02CD
2003,10522,ONTARIO MINISTRY OF TRANSPORTATION,405038 T17-002-00,467063 E,5368399 N,MOUNTJOY TP,ON,,Mining and Quarrying,WGS84,48.46,-81.4438,ON-04LA-01,04LA
2002,10523,ONTARIO MINISTRY OF TRANSPORTATION,405002 T24-012-00,547418 E,5469700 N,BRAGG TP.,ON,,Mining and Quarrying,WGS84,49.3782,-80.3467,ON-04MEA03,04ME
2003,10524,ONTARIO MINISTRY OF TRANSPORTATION,405011 N19-001-00,712756 E,5513981 N,GILL TP.,ON,,Mining and Quarrying,WGS84,49.7383,-84.3055,ON-04JA-01,04JA
2003,10525,ONTARIO MINISTRY OF TRANSPORTATION,405045 T24-005-00,548974 E,5481225 N,TWEED TP.,ON,,Mining and Quarrying,WGS84,49.4817,-80.3239,ON-04MEA04,04ME
2002,10526,ONTARIO MINISTRY OF TRANSPORTATION,402006 C03-064-00,529736 E,5161622 N,STREET TP.,ON,,Mining and Quarrying,WGS84,46.6075,-80.6117,ON-02DB-03,02DB
2002,10527,ONTARIO MINISTRY OF TRANSPORTATION,402019 R25-001-00,360987 E,5168220 N,SAGARD TP.,ON,,Mining and Quarrying,WGS84,46.6531,-82.8168,ON-02CC-04,02CC
2002,10528,ONTARIO MINISTRY OF TRANSPORTATION,403001 G12-041-00,556874 E,5150592 N,HUGEL TP.,ON,,Mining and Quarrying,WGS84,46.5064,-80.2586,ON-02DD-06,02DD
2002,10529,ONTARIO MINISTRY OF TRANSPORTATION,404001 T16-027-00,599262 E,5224376 N,BEST,ON,,Mining and Quarrying,WGS84,47.1653,-79.6903,ON-02JE-18,02JE
2003,10530,ONTARIO MINISTRY OF TRANSPORTATION,404020 R08-012-00,540112 E,5372715 N,BOWMAN TP.,ON,,Mining and Quarrying,WGS84,48.5064,-80.4569,ON-04MB-01,04MB
2003,10531,ONTARIO MINISTRY OF TRANSPORTATION,404059 E09-020-00,590295 E,5301721 N,MARTER TP.,ON,,Mining and Quarrying,WGS84,49.8625,-79.7928,ON-04NB-10,04NB
2002,10532,ONTARIO MINISTRY OF TRANSPORTATION,404068 C22-036-00,560532 E,5290154 N,TRUAX,ON,,Mining and Quarrying,WGS84,47.7619,-80.1922,ON-02JC-06,02JC
2002,10533,ONTARIO MINISTRY OF TRANSPORTATION,401003 K15-028-00,662358 E,5017448 N,FRANKLIN TP.,ON,,Mining and Quarrying,WGS84,45.2917,-78.9294,ON-02EB-07,02EB
2002,10534,ONTARIO MINISTRY OF TRANSPORTATION,403023 G16-065-00,602006 E,5070395 N,LOUNT TP,ON,,Mining and Quarrying,WGS84,45.7794,-79.6878,ON-02EA-14,02EA
2003,10535,ONTARIO MINISTRY OF TRANSPORTATION,403024 M01-014-00,702776 E,5127548 N,CLARA TP.,ON,,Mining and Quarrying,WGS84,46.2711,-78.3683,ON-02KA-03,02KA
2002,10536,ONTARIO MINISTRY OF TRANSPORTATION,403005 M13-041-00,655769 E,5151044 N,ANTOINE TP.,ON,P0H1H0,Mining and Quarrying,WGS84,46.495,-78.97,ON-02JE-01,02JE
2021,10537,2008788 Ontario Limited o/a Caledon Tubing,CALEDON TUBING,,,St. Marys,ON,N4X 1B3,Iron and Steel,WGS84,43.2386,-81.1313,ON-02GD-02,02GD
2021,10538,Cascades Canada ULC,"Cascades Containerboard Packaging_Mississauga Division, a division of Cascades Canada ULC",,,Mississauga,ON,L5S 1C4,Pulp and Paper,WGS84,43.6947,-79.6742,ON-02HC-01,02HC
2002,10539,PLASTMADE INDUSTRIES LTD.,,115- Matheson Blvd.,,MISSISSAUGA,ON,L4Z1X8,Plastics and Rubber,WGS84,43.6209,-79.6682,NA,02HB
2010,10540,CITY OF BROCKVILLE,BROCKVILLE LANDFILL,Parkdale Avenue West,,BROCKVILLE,ON,K6V3B5,Waste Treatment and Disposal,WGS84,44.5941,-75.7215,ON-02MA-01,02MA
2011,10541,Associated Paving & Materials Ltd.,Associated Paving & Materials,850 Syscon Court,,BURLINGTON,ON,L7L6C5,Petroleum and Coal Product Refining and Mfg.,WGS84,43.3887,-79.753,NA,02HB
2002,10542,SMURFIT-MBI,PEMBROKE,301 Forced Road,,PEMBROKE,ON,K8A6Y5,Pulp and Paper,WGS84,45.8258,-77.1376,ON-02KC-03,02KC
2002,10543,SMURFIT-IMAGE PAC,ETOBICOKE,730 Islington Ave.,,ETOBICOKE,ON,M8Z4N8,Pulp and Paper,WGS84,43.6137,-79.5084,NA,209
2011,10544,"RockTenn - Container Canada, L.P.",RockTenn Canada Guelph,390 Woodlawn Road,,GUELPH,ON,N1H7K3,Pulp and Paper,WGS84,43.5444,-80.3028,ON-02GA-09,02GA
2002,10545,SMURFIT-MBI,REXDALE,200 Brockport Drive,,REXDALE,ON,M9W5C9,Pulp and Paper,WGS84,43.7026,-79.5891,NA,02HC
2007,10546,SMURFIT-MBI,SMURFIT-MBI WHITBY PLANT,P.O. Box 150,220 Water Street,WHITBY,ON,L1N5R7,Pulp and Paper,WGS84,43.8516,-78.9216,NA,209
2007,10547,SMURFIT-MBI,SMURFIT-MBI BURLINGTON PLANT,747 Appleby Line,,BURLINGTON,ON,L7L2Y6,Pulp and Paper,WGS84,43.3748,-79.764,NA,02HB
2002,10548,SMURFIT-MBI,ST. LAURENT,1035 Hodge Street,,ST. LAURENT,QC,H4N2B4,Pulp and Paper,WGS84,45.5132,-73.666,NA,210
2011,10549,"RockTenn - Container Canada, L.P.",RockTenn Canada Town Mount Royal,5550 Royalmount Avenue,,TOWN OF MOUNT ROYAL,QC,H4P1H7,Pulp and Paper,WGS84,45.4945,-73.6648,NA,210
2002,10550,SMURFIT-MBI,WINNIPEG,1360 Inkster Blvd.,P.O. Box 279,WINNIPEG,MB,R3C3J4,Pulp and Paper,WGS84,49.9431,-97.1727,NA,05OJ
2002,10551,SMURFIT-MBI,REGINA,1400 - 1st Avenue,P.O.Box 1155,REGINA,SK,S4P3B4,Pulp and Paper,WGS84,50.4675,-104.602,NA,05JF
2002,10552,SMURFIT-MBI,CALGARY,1115 - 34th Avenue S.E.,,CALGARY,AB,T2G1V5,Pulp and Paper,WGS84,51.0227,-114.0377,AB-04020901,05BM
2002,10553,SMURFIT-MBI,EDMONTON,8705 - 24th Street,"P.O.Box 4930, Station South",EDMONTON,AB,T6E5G8,Pulp and Paper,WGS84,53.5221,-113.3782,AB-11030101,05EB
2002,10554,SMURFIT-MBI,NEW WESTMINSTER,Foot of Gifford Street,,NEW WESTMINSTER,BC,V3M6S1,Pulp and Paper,WGS84,49.1809,-122.9477,BC_103,08MH
