Facility_I,Owner_Name,System_Nam,City,Province__,Postal_Cod,Owner_Type,Operator_T,Average_Da,Method_of_,Descriptio,Chlorine_U,System_Typ,Treatment_,Other_Trea,Discharge_,Is_the_hyd,Reporting_,Averaging_,Latitude,Longitude,Verificati,Type_of_Po,Name_of_bo,Name_of_th,Descript_1,Descript_2,System_sta,PRV_WSHD_I,NHN_TWS_ID,Averaging_Period,Year_Most_Recent,Average_Daily_Effluent_Volume_m3,Total_volume_of_effluent_deposited_in_cubic_metres_m3_for_averaging_period_,Average_CBOD_mgL_for_averaging_period,CBOD_Compliance,Average_suspended_solids_mgL_for_averaging_period,Suspended_Solids_Compliance
28130,Town of Elk Point,Elk Point wastewater ponds,Elk Point,Alberta,T0A 1A0,Municipal or another local authority,Municipal or another local authority,900,Estimate based on the measured rate of influent flow,NA,No,Continuous,"Lagoons - Aerated, Storage Ponds, Polishing Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Annually,Annually,53.8689,-110.8936,Verified,Final Discharge Point,North Saskatchewan River,NA,Agriculture (e.g irrigation),Watercourse with bulk flow ratio > 100,operational,AB-11040101,05ED,Annually,2021,822.7,255676,16,-9,14,-11
25374,Town of Fairview,Fairview Wastewater Facility,Fairview,Alberta,T0H 1L0,Municipal or another local authority,Municipal or another local authority,1033,Other method of calculation based on measurements,Based on annual distribution flows from the water Treatment plant  using 80% of distribution flow factor,No,Intermittent,"Lagoon - Anaerobic, Lagoon - Facultative, Storage Ponds, Polishing Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,56.0493,-118.3892,Verified,Final Discharge Point,Peace river,Peace River,Drinking water source,Watercourse with bulk flow ratio >=10 and <=100,operational,AB-18010209,07FD,Annually,2021,954.5,282157,4,-21,8,-17
30864,Town of Falher,Town of Falher sewage lagoon,Falher,Alberta,T0H 1M0,Municipal or another local authority,Municipal or another local authority,0,Estimate based on generally accepted engineering practices,NA,No,Intermittent,"Lagoon - Aerobic, Lagoon - Anaerobic, Storage Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,55.7208,-117.1921,Verified,Final Discharge Point,Pevine Creek,Pevine Creek,Other,Watercourse with bulk flow ratio < 10,operational,AB-18020801,07GH,Annually,2021,330.6,950000,2,-23,2,-23
23598,Town of Fort Macleod,Town of Fort Macleod Wastewater Treatment Plant,Fort Macleod,Alberta,T0L 0Z0,Municipal or another local authority,Municipal or another local authority,1800,Other method of calculation based on measurements,"Continuous measure when discharged from treatment plant, final discharge point at he end of outfall pipe about 2.5 km from plant",No,Continuous,"Grit Removal, Screening, Primary Sedimentation/Clarification, Skimming, Sequencing Batch Reactor, Biological Ammonia Removal – Nitrification Only , Biological Phosphorus Removal, Chemical Precipitation (Phosphorus), Filtration, Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,49.7326,-113.3901,Verified,Final Discharge Point,Oldman River,NA,Drinking water source,Watercourse with bulk flow ratio > 100,operational,AB-04010105,05AB,Quarterly,2021,1652.2,127815.5,3.725,-21.275,3.375,-21.625
28026,Town of Fox Creek,Sewage Lagoon,Fox Creek,Alberta,T0H 1P0,Municipal or another local authority,Municipal or another local authority,1000,Other method of calculation based on measurements,Volume based off design capacity of final cell.,No,Intermittent,"Lagoon Aerobic, Lagoon Facultative",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Annually,Yearly,54.412,-116.7988,Estimated,Final Discharge Point,Ioosegun Lake,unnamed swamp,Other recreational (e.g. boating),Natural lake,operational,AB-18020702,07GG,Annually,2021,874.3,280000,3,-22,10.7,-14.3
28124,Town of Grimshaw,Grimshaw Wastewater Lagoon,Grimshaw,Alberta,T0H 1W0,Municipal or another local authority,Municipal or another local authority,757,Other method of calculation based on measurements,80% of the measured water consumption,No,Continuous,"Lagoon - Anaerobic, Lagoon - Facultative, Storage Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Annually,Annually,56.1822,-117.5647,Verified,Final Discharge Point,n/a,ditch/season drainage course,Other,Other,operational,AB-18010209,07FD,Annually,2021,557.4,0,0,-25,0,-25
28102,Town of Hanna,Hanna Lagoon,Hanna,Alberta,T0J 1P0,Municipal or another local authority,Municipal or another local authority,1000,Estimate based on the measured rate of influent flow,NA,No,Intermittent,"Lagoon - Anaerobic, Lagoon - Non-aerated, Storage Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,51.6087,-111.9432,Verified,Final Discharge Point,NA,Bullpound Creek,Agriculture (e.g irrigation),Other,operational,AB-08030102,05CG,Annually,2021,831.1,263400,2.4,-22.6,2,-23
28107,Town of High Level,High Level Sewage Lagoon,High Level,Alberta,T0H1Z0,Municipal or another local authority,Municipal or another local authority,1600,Other method of calculation based on measurements,"Measured Level of Storage Pond before and after discharge, then  calculated volume divided by 365 days.",No,Intermittent,"Lagoon - Anaerobic, Lagoon - Facultative, Storage Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,58.5031,-117.0993,Verified,Final Discharge Point,Bushe River,NA,Other,Other,operational,AB-18040103,07JF,Annually,2020,1493.8,625179,75,50,9.5,-15.5
24006,Town of High Prairie,High Prairie Lagoon,High Prairie,Alberta,T0G 1E0,Municipal or another local authority,Municipal or another local authority,1379,Determined on the basis of the system's average design rate of influent flow,NA,No,Intermittent,"Lagoon - Aerobic, Lagoon - Anaerobic, Lagoon - Non-aerated, Storage Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,55.4827,-116.5273,Verified,Final Discharge Point,West Prairie River,NA,Drinking water source,Watercourse with bulk flow ratio >=10 and <=100,operational,AB-17040102,07BF,Annually,2021,575.3,109082,3.2,-21.8,2.7,-22.3
23912,Town of High River,Waste Water Treatment Facilities,High River,Alberta,T1V 1Z5,Municipal or another local authority,Municipal or another local authority,4210,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Lagoons - Aerated, Lagoon - Facultative",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Quarterly,Quarterly,50.6329,-113.8493,Verified,Final Discharge Point,Frank Lake,High river treated effluent,Other,Other,operational,AB-04021201,05BL,Quarterly,2021,3909.4,326733.75,16.175,-8.825,15.775,-9.225
26454,Town of Irricana,Irricana Lagoon,Irricana,Alberta,T0M1B0,Municipal or another local authority,Provincial,16462.1,Estimate based on generally accepted engineering practices,NA,No,Intermittent,"Lagoon - Anaerobic, Lagoon - Facultative, Storage Ponds",NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,51.3314,-113.5957,Verified,Final Discharge Point,NA,NA,NA,NA,operational,AB-08020205,05CE,Annually,2018,284.4,81158.7,17.9,-7.1,20,-5
24280,Town of Killam,Town of Killam,Killam,Alberta,T0B 2L0,Municipal or another local authority,Municipal or another local authority,282.2,Estimate based on the measured rate of effluent flow,NA,No,Intermittent,"Lagoon - Aerobic, Lagoon - Anaerobic, Lagoon - Facultative, Lagoon - Non-aerated, Storage Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,52.7866,-111.8244,Estimated,Final Discharge Point,Slough,NA,Agriculture (e.g irrigation),Natural wetland,operational,AB-09020202,05FB,Annually,2021,301.5,0,0,-25,0,-25
25308,Town Of Lamont,Town Of Lamont Lagoon,Lamont,Alberta,T0B 2R0,Municipal or another local authority,Municipal or another local authority,471.7,Other method of calculation based on measurements,"Effuent pumped through pumps rated at 17,000 gallons per hour times how many hours pumps ran. Eg. 4.4 hours times 17,000 gal.=74,800gals convert to 340 m3. Average effluent total volume also compared to two drainings added together and divided by two. As",No,Intermittent,"Lagoon - Aerobic, Lagoon - Anaerobic, Lagoon - Facultative, Storage Ponds",NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,53.785,-112.8155,Estimated,Final Discharge Point,Beaver Creek,Beaver Creek,Other,Other,operational,AB-11030102,05EB,Annually,2021,907.2,300136.7,4,-21,2,-23
29558,Town of Legal,Town of Legal Wastewater System,LEGAL,Alberta,T0G 1L0,Municipal or another local authority,Municipal or another local authority,198,Estimate based on generally accepted engineering practices,NA,No,Intermittent,"Lagoon - Anaerobic, Lagoon - Facultative, Storage Ponds, No treatment",NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,53.9648,-113.5881,Verified,Final Discharge Point,NA,NA,NA,NA,operational,AB-11030202,05EC,Annually,2021,245.9,80000,3.1,-21.9,9.7,-15.3
28053,Town of Magrath,Magrath Lagoon,Magrath,Alberta,T0K 1J0,Municipal or another local authority,Municipal or another local authority,836.9,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,49.4468,-112.8227,Verified,Final Discharge Point,Pothole Creek,Pothole Creek,Agriculture (e.g irrigation),NA,operational,AB-04010402,05AE,Annually,2021,0,393000,3,-22,21,-4
26554,Town of Manning,Town of Manning Wastewater Treatment Lagoon,Manning,Alberta,T0H 2M0,Municipal or another local authority,Municipal or another local authority,661.4,Other method of calculation based on measurements,Effluent Flow is based on influent pump run times multiplied by the pump capacity.  Pump capacity is determined through drawdown flow tests.,No,Continuous,Lagoons - Aerated,NA,Effluent is deposited to water frequented by fish via the final discharge point,Yes,Annually,Annually,56.9209,-117.6099,Verified,Final Discharge Point,Notikewin River,Notikewin River,Drinking water source,Watercourse with bulk flow ratio >=10 and <=100,operational,AB-18030102,07HC,Annually,2021,1441.6,378867,6.3,-18.7,10.9,-14.1
27942,Town of Milk River,Milk River Sewage Lagoons,Milk River,Alberta,T0K1M0,Municipal or another local authority,Municipal or another local authority,0,Estimate based on the measured rate of influent flow,NA,No,Intermittent,"Lagoon - Aerobic, Lagoon - Anaerobic, Other Treatment",1 Faculative Cell; 1 Storage cell,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,49.1386,-112.065,Verified,Final Discharge Point,Milk River,Milk River,Other,Other,operational,AB-02020102,11AA,Annually,2018,0,0,0,-25,0,-25
26371,Town of Millet,Millet Lagoon,Millet,Alberta,T0C 1Z0,Municipal or another local authority,Municipal or another local authority,745,Other method of calculation based on measurements,Flow meter,No,Intermittent,"Lagoon - Aerobic, Lagoon - Anaerobic, Lagoon - Facultative",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,53.0046,-113.2266,Verified,Final Discharge Point,NA,coal lake,NA,NA,operational,AB-09010103,05FA,Annually,2021,859.6,277835,3.8,-21.2,631,606
23819,Town of Mundare,wastewaterlogoon,Mundare,Alberta,T0B3H0,Municipal or another local authority,Municipal or another local authority,151,Other method of calculation based on measurements,area of wastewater logoon,No,Intermittent,"Lagoon - Aerobic, Lagoon - Anaerobic, Lagoon - Facultative",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,53.593,-112.3543,Estimated,Final Discharge Point,Witford Lake,SVIT Drainage Ditch,Other,Other,operational,AB-11030204,05EC,Annually,2021,114,29678,8.5,-16.5,19.3,-5.7
25387,Town of Nanton,Town of Nanton Wastewater Treatment Plant,Nanton,Alberta,T0L1R0,Municipal or another local authority,Municipal or another local authority,430.6,Estimate based on the measured rate of effluent flow,NA,No,Continuous,"Screening, Activated Sludge, Biological Nitrogen Removal - Nitrification and Denitrification, Chemical Precipitation (Phosphorus), Filtration",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,50.3401,-113.7908,Estimated,Final Discharge Point,Twin Valley Dam,Mosquito Creek,Agriculture (e.g irrigation),Reservoir,operational,AB-04010502,05AC,Quarterly,2021,1107.4,94571,1.35,-23.65,0.55,-24.45
23548,Town of Okotoks,Okotoks Wastewater Treatment Plant,Okotoks,Alberta,T1S 1K1,Municipal or another local authority,Other,5838.8,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Biological Nutrient Removal (Nitrogen and Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,50.7146,-113.951,Verified,Final Discharge Point,NA,NA,NA,NA,operational,AB-04021202,05BL,Quarterly,2021,6702.4,580676.25,3.7,-21.3,2.325,-22.675
25806,Town of Olds,Olds Wastewater Treatment Plant,Olds,Alberta,T4H 1R5,Municipal or another local authority,Municipal or another local authority,3950,Continuous measure of influent volume deposited via the final discharge point,NA,No,Intermittent,"Screening, Primary Sedimentation/Clarification, Skimming, Rotating Biological Contactor, Storage Ponds, No treatment",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,51.8044,-114.139,Estimated,Final Discharge Point,Olds Creek,Olds Creek,Agriculture (e.g irrigation),NA,operational,AB-08010203,05CB,Annually,2020,0,0,0,-25,0,-25
25901,TOWN OF ONOWAY,Onoway Wastewater Treatment System,Onoway,Alberta,T0E 1V0,Municipal or another local authority,Municipal or another local authority,384,Other method of calculation based on measurements,estimate based on a 10 inch pipe with a velocity of 3 feet/sec for a flow rate of approx. 167 cubic meters per hour,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,53.7166,-114.141,Verified,Final Discharge Point,sturgeon river,sturgeon river,Other recreational (e.g. boating),Other,operational,AB-11020301,05EA,Annually,2021,254.1,0,0,-40,0,-33
